,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years
1157,WEYS,36,08/28/2013,05/26/2022,3.0,0.24,5.555555555555557,1,2013,34
1158,FRONU,0,,,0.0,0.0,0.0,0,,0
1159,CYBR,0,,,0.0,0.0,0.0,0,,0
1160,CEG,2,02/24/2022,05/12/2022,1.5,0.141,0.0,0,2022,0
1161,FCNCA,125,06/18/1991,05/27/2022,2.992,0.47,25.0,3,1991,34
1162,ALSA,0,,,0.0,0.0,0.0,0,,0
1163,DRTS,0,,,0.0,0.0,0.0,0,,0
1164,BTWN,0,,,0.0,0.0,0.0,0,,0
1165,BCLI,0,,,0.0,0.0,0.0,0,,0
1166,CEFA,0,,,0.0,0.0,0.0,0,,0
1167,NCACU,0,,,0.0,0.0,0.0,0,,0
1168,LVOX,0,,,0.0,0.0,0.0,0,,0
1169,FDIG,0,,,0.0,0.0,0.0,0,,0
1170,NTWK,0,,,0.0,0.0,0.0,0,,0
1171,DCOM,95,12/23/1998,07/15/2022,2.9789473684210526,0.24,215.0,3,1998,24
1172,UNCY,0,,,0.0,0.0,0.0,0,,0
1173,GNUS,0,,,0.0,0.0,0.0,0,,0
1174,SIDU,0,,,0.0,0.0,0.0,0,,0
1175,HYZD,0,,,0.0,0.0,0.0,0,,0
1176,BMAQU,0,,,0.0,0.0,0.0,0,,0
1177,CGNT,0,,,0.0,0.0,0.0,0,,0
1178,WLFC,0,,,0.0,0.0,0.0,0,,0
1179,ZVZZC,0,,,0.0,0.0,0.0,0,,0
1180,CMPO,0,,,0.0,0.0,0.0,0,,0
1181,SSAA,0,,,0.0,0.0,0.0,0,,0
1182,ALORU,0,,,0.0,0.0,0.0,0,,0
1183,LBTYB,0,,,0.0,0.0,0.0,0,,0
1184,XXII,0,,,0.0,0.0,0.0,0,,0
1185,RELL,135,11/17/1988,05/05/2022,2.977777777777778,0.06,150.0,4,1988,34
1186,SELB,0,,,0.0,0.0,0.0,0,,0
1187,CERS,0,,,0.0,0.0,0.0,0,,0
1188,SATL,0,,,0.0,0.0,0.0,0,,0
1189,LVACU,0,,,0.0,0.0,0.0,0,,0
1190,RGF,0,,,0.0,0.0,0.0,0,,0
1191,MCAC,0,,,0.0,0.0,0.0,0,,0
1192,EGLE,3,11/12/2021,05/13/2022,2.0,2.0,2.499999999999986,0,2021,1
1193,JZXN,0,,,0.0,0.0,0.0,0,,0
1194,ADXN,0,,,0.0,0.0,0.0,0,,0
1195,LIBYU,0,,,0.0,0.0,0.0,0,,0
1196,CFO,0,,,0.0,0.0,0.0,0,,0
1197,UFPT,0,,,0.0,0.0,0.0,0,,0
1198,USWS,0,,,0.0,0.0,0.0,0,,0
1199,INKA,0,,,0.0,0.0,0.0,0,,0
1200,GSRM,0,,,0.0,0.0,0.0,0,,0
1201,RSSS,0,,,0.0,0.0,0.0,0,,0
1202,ARCT,0,,,0.0,0.0,0.0,0,,0
1203,BCDA,0,,,0.0,0.0,0.0,0,,0
1204,SMFL,0,,,0.0,0.0,0.0,0,,0
1205,QQQJ,0,,,0.0,0.0,0.0,0,,0
1206,CHK,5,05/21/2021,05/18/2022,2.4,2.34,304.0,0,2021,1
1207,LBTYA,0,,,0.0,0.0,0.0,0,,0
1208,ELEV,0,,,0.0,0.0,0.0,0,,0
1209,ALRN,0,,,0.0,0.0,0.0,0,,0
1210,TCVA,0,,,0.0,0.0,0.0,0,,0
1211,FCAL,0,,,0.0,0.0,0.0,0,,0
1212,SGMA,0,,,0.0,0.0,0.0,0,,0
1213,GSAQ,0,,,0.0,0.0,0.0,0,,0
1214,HMNF,1,05/16/2022,05/16/2022,3.0,0.06,0.0,0,2022,24
1215,URBN,0,,,0.0,0.0,0.0,0,,0
1216,FXCO,0,,,0.0,0.0,0.0,0,,0
1217,HCICU,0,,,0.0,0.0,0.0,0,,0
1218,ALGS,0,,,0.0,0.0,0.0,0,,0
1219,BIOL,6,08/12/2004,06/24/2005,1.6666666666666667,0.01,0.0,0,2004,18
1220,IART,0,,,0.0,0.0,0.0,0,,0
1221,GIPR,12,10/14/2021,09/14/2022,0.9166666666666666,0.054,1.4210854715202004e-14,0,2021,1
1222,JSM,1,06/13/2022,06/13/2022,3.0,0.375,0.0,0,2022,0
1223,FTXH,0,,,0.0,0.0,0.0,0,,0
1224,TTGT,0,,,0.0,0.0,0.0,0,,0
1225,IAS,0,,,0.0,0.0,0.0,0,,0
1226,OSS,0,,,0.0,0.0,0.0,0,,0
1227,SPTK,0,,,0.0,0.0,0.0,0,,0
1228,POSH,0,,,0.0,0.0,0.0,0,,0
1229,IHYF,0,,,0.0,0.0,0.0,0,,0
1230,BWAQ,0,,,0.0,0.0,0.0,0,,0
1231,LZ,0,,,0.0,0.0,0.0,0,,0
1232,FUND,29,06/12/2015,06/10/2022,2.9310344827586206,0.1389,228.03514376996804,1,2015,33
1233,PTMN,62,04/03/2007,05/23/2022,2.9193548387096775,0.63,933.3333333333335,2,2007,15
1234,ODP,15,08/23/2016,02/28/2020,2.8,0.025,0.0,1,2016,6
1235,LAB,0,,,0.0,0.0,0.0,0,,0
1236,SVFB,0,,,0.0,0.0,0.0,0,,0
1237,SDG,0,,,0.0,0.0,0.0,0,,0
1238,DUOL,0,,,0.0,0.0,0.0,0,,0
1239,LMST,1,06/16/2022,06/16/2022,3.0,0.05,0.0,0,2022,16
1240,GFAI,0,,,0.0,0.0,0.0,0,,0
1241,DGICB,63,10/30/2006,04/29/2022,3.0,0.1475,19.354838709677423,2,2006,34
1242,INBK,39,12/06/2012,06/30/2022,2.923076923076923,0.06,0.0,1,2012,10
1243,ZAZZT,0,,,0.0,0.0,0.0,0,,0
1244,ARLP,4,08/05/2021,05/05/2022,3.0,0.35,100.0,0,2021,23
1245,ELBM,0,,,0.0,0.0,0.0,0,,0
1246,WTFCM,28,09/29/2015,06/30/2022,2.892857142857143,0.41,0.0,1,2015,7
1247,DGHI,0,,,0.0,0.0,0.0,0,,0
1248,FEM,0,,,0.0,0.0,0.0,0,,0
1249,HWELU,0,,,0.0,0.0,0.0,0,,0
1250,EWEB,0,,,0.0,0.0,0.0,0,,0
1251,IMBIL,3,12/14/2021,06/14/2022,2.0,0.53125,0.0,0,2021,1
1252,CSB,0,,,0.0,0.0,0.0,0,,0
1253,GLRE,0,,,0.0,0.0,0.0,0,,0
1254,REFI,2,03/30/2022,06/29/2022,1.5,0.47,17.5,0,2022,0
1255,VCIT,0,,,0.0,0.0,0.0,0,,0
1256,BOKF,69,05/11/2005,05/10/2022,2.9565217391304346,0.53,263.1578947368421,2,2005,17
1257,LAZY,0,,,0.0,0.0,0.0,0,,0
1258,LPCN,0,,,0.0,0.0,0.0,0,,0
1259,TELA,0,,,0.0,0.0,0.0,0,,0
1260,ASPS,0,,,0.0,0.0,0.0,0,,0
1261,GGE,0,,,0.0,0.0,0.0,0,,0
1262,EFSC,70,03/15/2005,06/14/2022,2.9571428571428573,0.22,28.571428571428555,2,2005,17
1263,VYMI,0,,,0.0,0.0,0.0,0,,0
1264,WHF,42,12/26/2012,06/16/2022,2.7142857142857144,0.355,228.7037037037037,1,2012,10
1265,IGTAU,0,,,0.0,0.0,0.0,0,,0
1266,NTUS,0,,,0.0,0.0,0.0,0,,0
1267,MCAA,0,,,0.0,0.0,0.0,0,,0
1268,IMAQ,0,,,0.0,0.0,0.0,0,,0
1269,TIG,0,,,0.0,0.0,0.0,0,,0
1270,TYRA,0,,,0.0,0.0,0.0,0,,0
1271,KBWB,0,,,0.0,0.0,0.0,0,,0
1272,DAOO,0,,,0.0,0.0,0.0,0,,0
1273,RENEU,0,,,0.0,0.0,0.0,0,,0
1274,AUVI,0,,,0.0,0.0,0.0,0,,0
1275,FDT,0,,,0.0,0.0,0.0,0,,0
1276,CLFD,0,,,0.0,0.0,0.0,0,,0
1277,CHSCL,30,03/13/2015,06/16/2022,2.9,0.46875,26.760449117341636,1,2015,7
1278,VNET,0,,,0.0,0.0,0.0,0,,0
1279,ONVO,0,,,0.0,0.0,0.0,0,,0
1280,VONV,0,,,0.0,0.0,0.0,0,,0
1281,CRWD,0,,,0.0,0.0,0.0,0,,0
1282,ALJJ,0,,,0.0,0.0,0.0,0,,0
1283,BCEL,0,,,0.0,0.0,0.0,0,,0
1284,VWOB,0,,,0.0,0.0,0.0,0,,0
1285,FTIIU,0,,,0.0,0.0,0.0,0,,0
1286,ADTH,0,,,0.0,0.0,0.0,0,,0
1287,KZR,0,,,0.0,0.0,0.0,0,,0
1288,INO,0,,,0.0,0.0,0.0,0,,0
1289,UMPQ,7,11/19/2020,05/13/2022,3.0,0.21,0.0,1,2020,24
1290,VAXX,0,,,0.0,0.0,0.0,0,,0
1291,EQRR,0,,,0.0,0.0,0.0,0,,0
1292,IMMR,0,,,0.0,0.0,0.0,0,,0
1293,SNOA,0,,,0.0,0.0,0.0,0,,0
1294,AAOI,0,,,0.0,0.0,0.0,0,,0
1295,ALTU,0,,,0.0,0.0,0.0,0,,0
1296,GLSI,0,,,0.0,0.0,0.0,0,,0
1297,ANZU,0,,,0.0,0.0,0.0,0,,0
1298,UDMY,0,,,0.0,0.0,0.0,0,,0
1299,LITE,0,,,0.0,0.0,0.0,0,,0
1300,VRSK,14,03/14/2019,06/14/2022,2.7857142857142856,0.31,8.0,1,2019,3
1301,HTZ,0,,,0.0,0.0,0.0,0,,0
1302,AFAR,0,,,0.0,0.0,0.0,0,,0
1303,UNB,87,10/11/2000,04/28/2022,2.9655172413793105,0.35,166.66666666666669,3,2000,22
1304,ANEB,0,,,0.0,0.0,0.0,0,,0
1305,UTHR,0,,,0.0,0.0,0.0,0,,0
1306,AOUT,0,,,0.0,0.0,0.0,0,,0
1307,STAF,4,02/14/2019,12/12/2019,2.5,0.01,0.0,0,2019,3
1308,TGAAU,0,,,0.0,0.0,0.0,0,,0
1309,DWUS,0,,,0.0,0.0,0.0,0,,0
1310,GBRG,0,,,0.0,0.0,0.0,0,,0
1311,GOOD,215,12/29/2003,06/21/2022,1.0325581395348837,0.1254,1100.0,2,2003,19
1312,GECC,56,12/28/2016,06/22/2022,1.1785714285714286,0.45,500.0,1,2016,0
1313,RCII,11,01/03/2020,06/17/2022,3.0,0.34,15.999999999999986,1,2020,12
1314,CRXT,0,,,0.0,0.0,0.0,0,,0
1315,ZBZZT,0,,,0.0,0.0,0.0,0,,0
1316,VITL,0,,,0.0,0.0,0.0,0,,0
1317,OCFC,100,07/24/1997,05/06/2022,2.98,0.17,26.66666666666667,3,1997,25
1318,AOTG,0,,,0.0,0.0,0.0,0,,0
1319,SHCA,0,,,0.0,0.0,0.0,0,,0
1320,VCEL,0,,,0.0,0.0,0.0,0,,0
1321,MBIO,0,,,0.0,0.0,0.0,0,,0
1322,ARGU,0,,,0.0,0.0,0.0,0,,0
1323,CSBR,0,,,0.0,0.0,0.0,0,,0
1324,SRRK,0,,,0.0,0.0,0.0,0,,0
1325,SNRHU,0,,,0.0,0.0,0.0,0,,0
1326,NEON,0,,,0.0,0.0,0.0,0,,0
1327,YORW,95,12/29/1998,06/29/2022,2.968421052631579,0.1949,7.692307692307693,3,1998,24
1328,SCLEU,0,,,0.0,0.0,0.0,0,,0
1329,QH,0,,,0.0,0.0,0.0,0,,0
1330,CEAD,0,,,0.0,0.0,0.0,0,,0
1331,AKYA,0,,,0.0,0.0,0.0,0,,0
1332,MCBC,33,05/06/2014,05/11/2022,2.9696969696969697,0.08,50.0,1,2014,22
1333,AUID,0,,,0.0,0.0,0.0,0,,0
1334,CTIC,0,,,0.0,0.0,0.0,0,,0
1335,LIONU,0,,,0.0,0.0,0.0,0,,0
1336,NPCE,0,,,0.0,0.0,0.0,0,,0
1337,PLL,0,,,0.0,0.0,0.0,0,,0
1338,CSGP,0,,,0.0,0.0,0.0,0,,0
1339,IMXI,0,,,0.0,0.0,0.0,0,,0
1340,GRWG,0,,,0.0,0.0,0.0,0,,0
1341,IAC,1,05/25/2021,05/25/2021,0.0,84.55188,0.0,0,2021,1
1342,AIRR,0,,,0.0,0.0,0.0,0,,0
1343,MTC,0,,,0.0,0.0,0.0,0,,0
1344,ARIZU,0,,,0.0,0.0,0.0,0,,0
1345,CFMS,0,,,0.0,0.0,0.0,0,,0
1346,ACRS,0,,,0.0,0.0,0.0,0,,0
1347,ESSA,57,06/12/2008,06/15/2022,2.9473684210526314,0.15,40.0,2,2008,14
1348,PCYO,0,,,0.0,0.0,0.0,0,,0
1349,BROG,0,,,0.0,0.0,0.0,0,,0
1350,EDTK,0,,,0.0,0.0,0.0,0,,0
1351,ATSG,0,,,0.0,0.0,0.0,0,,0
1352,EPSN,2,03/07/2022,06/14/2022,1.5,0.0625,0.0,0,2022,0
1353,AKAN,0,,,0.0,0.0,0.0,0,,0
1354,REKR,0,,,0.0,0.0,0.0,0,,0
1355,NBIX,0,,,0.0,0.0,0.0,0,,0
1356,FEMB,0,,,0.0,0.0,0.0,0,,0
1357,NCNA,0,,,0.0,0.0,0.0,0,,0
1358,LBBBU,0,,,0.0,0.0,0.0,0,,0
1359,ITRI,0,,,0.0,0.0,0.0,0,,0
1360,ADALU,0,,,0.0,0.0,0.0,0,,0
1361,LIVN,0,,,0.0,0.0,0.0,0,,0
1362,TBPH,0,,,0.0,0.0,0.0,0,,0
1363,ARCKU,0,,,0.0,0.0,0.0,0,,0
1364,GXII,0,,,0.0,0.0,0.0,0,,0
1365,MNSB,2,02/02/2022,05/04/2022,1.5,0.05,0.0,0,2022,0
1366,BSCN,0,,,0.0,0.0,0.0,0,,0
1367,IFGL,0,,,0.0,0.0,0.0,0,,0
1368,EJH,0,,,0.0,0.0,0.0,0,,0
1369,LVLU,0,,,0.0,0.0,0.0,0,,0
1370,HLNE,21,06/22/2017,06/14/2022,2.857142857142857,0.4,29.411764705882376,1,2017,5
1371,CRDF,0,,,0.0,0.0,0.0,0,,0
1372,MCAEU,0,,,0.0,0.0,0.0,0,,0
1373,HCIIU,0,,,0.0,0.0,0.0,0,,0
1374,QIPT,0,,,0.0,0.0,0.0,0,,0
1375,UK,0,,,0.0,0.0,0.0,0,,0
1376,FTRP,0,,,0.0,0.0,0.0,0,,0
1377,HCARU,0,,,0.0,0.0,0.0,0,,0
1378,IGAC,0,,,0.0,0.0,0.0,0,,0
1379,FATP,0,,,0.0,0.0,0.0,0,,0
1380,IXAQ,0,,,0.0,0.0,0.0,0,,0
1381,LAND,113,02/13/2013,06/21/2022,0.9911504424778761,0.0454,275.0,1,2013,9
1382,SLDP,0,,,0.0,0.0,0.0,0,,0
1383,MPWR,32,09/26/2014,06/29/2022,3.0,0.75,50.0,1,2014,10
1384,EDNC,0,,,0.0,0.0,0.0,0,,0
1385,ELYM,0,,,0.0,0.0,0.0,0,,0
1386,STRC,0,,,0.0,0.0,0.0,0,,0
1387,ARWR,0,,,0.0,0.0,0.0,0,,0
1388,BOOM,43,09/28/2009,03/30/2020,3.0,0.125,525.0,1,2009,17
1389,AAXJ,0,,,0.0,0.0,0.0,0,,0
1390,IBTH,0,,,0.0,0.0,0.0,0,,0
1391,PRCH,0,,,0.0,0.0,0.0,0,,0
1392,MPRAU,0,,,0.0,0.0,0.0,0,,0
1393,CLSN,0,,,0.0,0.0,0.0,0,,0
1394,OCCI,28,11/02/2018,06/10/2022,1.5357142857142858,0.55,199.88465974625143,1,2018,4
1395,PVBC,8,07/29/2020,05/12/2022,3.125,0.04,33.33333333333334,1,2020,3
1396,SSBI,64,08/08/2006,05/11/2022,2.953125,0.12,22.22222222222223,2,2006,16
1397,SLNH,0,,,0.0,0.0,0.0,0,,0
1398,JGGCU,0,,,0.0,0.0,0.0,0,,0
1399,VELOU,0,,,0.0,0.0,0.0,0,,0
1400,SSYS,0,,,0.0,0.0,0.0,0,,0
1401,LEGA,0,,,0.0,0.0,0.0,0,,0
1402,SYPR,11,06/18/2012,12/17/2014,3.0,0.02,0.0,0,2012,20
1403,FEMA,0,,,0.0,0.0,0.0,0,,0
1404,XELB,0,,,0.0,0.0,0.0,0,,0
1405,BSMM,0,,,0.0,0.0,0.0,0,,0
1406,MF,0,,,0.0,0.0,0.0,0,,0
1407,APACU,0,,,0.0,0.0,0.0,0,,0
1408,EMKR,1,08/01/2016,08/01/2016,0.0,1.5,0.0,0,2016,6
1409,MGTX,0,,,0.0,0.0,0.0,0,,0
1410,IVA,0,,,0.0,0.0,0.0,0,,0
1411,FOXF,0,,,0.0,0.0,0.0,0,,0
1412,BIOT,0,,,0.0,0.0,0.0,0,,0
1413,SEER,0,,,0.0,0.0,0.0,0,,0
1414,BATRA,0,,,0.0,0.0,0.0,0,,0
1415,GALT,0,,,0.0,0.0,0.0,0,,0
1416,GP,0,,,0.0,0.0,0.0,0,,0
1417,TLRY,0,,,0.0,0.0,0.0,0,,0
1418,HTCR,0,,,0.0,0.0,0.0,0,,0
1419,EGBN,11,01/14/2020,07/08/2022,3.0,0.45,40.0,1,2020,17
1420,SLAM,0,,,0.0,0.0,0.0,0,,0
1421,DLCAU,0,,,0.0,0.0,0.0,0,,0
1422,SLAMU,0,,,0.0,0.0,0.0,0,,0
1423,RILYK,7,04/14/2021,10/13/2022,2.5714285714285716,0.34375,190.32257519629184,0,2021,1
1424,VRAR,0,,,0.0,0.0,0.0,0,,0
1425,CRSP,0,,,0.0,0.0,0.0,0,,0
1426,FRBN,0,,,0.0,0.0,0.0,0,,0
1427,BIOC,0,,,0.0,0.0,0.0,0,,0
1428,WEN,67,11/03/2005,05/31/2022,3.0,0.125,100.0,2,2005,22
1429,UPST,0,,,0.0,0.0,0.0,0,,0
1430,GSIT,0,,,0.0,0.0,0.0,0,,0
1431,KRTX,0,,,0.0,0.0,0.0,0,,0
1432,FSBW,37,05/13/2013,05/11/2022,2.918918918918919,0.3,50.0,1,2013,0
1433,TCBS,0,,,0.0,0.0,0.0,0,,0
1434,ORIA,0,,,0.0,0.0,0.0,0,,0
1435,XCUR,0,,,0.0,0.0,0.0,0,,0
1436,PRVA,0,,,0.0,0.0,0.0,0,,0
1437,ARBGU,0,,,0.0,0.0,0.0,0,,0
1438,DTIL,0,,,0.0,0.0,0.0,0,,0
1439,TBLT,0,,,0.0,0.0,0.0,0,,0
1440,GHIX,0,,,0.0,0.0,0.0,0,,0
1441,NLOK,39,06/17/2013,06/07/2022,2.769230769230769,0.125,9500.0,1,2013,9
1442,VMGA,0,,,0.0,0.0,0.0,0,,0
1443,SLGG,0,,,0.0,0.0,0.0,0,,0
1444,TLGY,0,,,0.0,0.0,0.0,0,,0
1445,PTIX,0,,,0.0,0.0,0.0,0,,0
1446,CITEU,0,,,0.0,0.0,0.0,0,,0
1447,ACTG,11,05/01/2013,11/04/2015,2.727272727272727,0.125,0.0,0,2013,9
1448,INVA,5,08/26/2014,09/08/2015,2.6,0.25,0.0,0,2014,8
1449,HTLF,100,12/09/1998,05/12/2022,2.81,0.27,220.0,3,1998,24
1450,KXIN,0,,,0.0,0.0,0.0,0,,0
1451,DAKT,27,09/04/2013,03/06/2020,3.037037037037037,0.05,11.111111111111114,1,2013,17
1452,RMCF,67,08/28/2003,02/27/2020,2.955223880597015,0.12,33.33333333333334,2,2003,0
1453,DADA,0,,,0.0,0.0,0.0,0,,0
1454,USMC,0,,,0.0,0.0,0.0,0,,0
1455,CURI,0,,,0.0,0.0,0.0,0,,0
1456,DLO,0,,,0.0,0.0,0.0,0,,0
1457,VUZI,0,,,0.0,0.0,0.0,0,,0
1458,APMIU,0,,,0.0,0.0,0.0,0,,0
1459,SAGAU,0,,,0.0,0.0,0.0,0,,0
1460,ACGL,0,,,0.0,0.0,0.0,0,,0
1461,CLRG,0,,,0.0,0.0,0.0,0,,0
1462,GLSPU,0,,,0.0,0.0,0.0,0,,0
1463,ROCLU,0,,,0.0,0.0,0.0,0,,0
1464,URGN,0,,,0.0,0.0,0.0,0,,0
1465,NOVN,0,,,0.0,0.0,0.0,0,,0
1466,KTCC,0,,,0.0,0.0,0.0,0,,0
1467,HOTH,0,,,0.0,0.0,0.0,0,,0
1468,PTOCU,0,,,0.0,0.0,0.0,0,,0
1469,DGRS,0,,,0.0,0.0,0.0,0,,0
1470,FA,0,,,0.0,0.0,0.0,0,,0
1471,MRKR,0,,,0.0,0.0,0.0,0,,0
1472,RCAC,0,,,0.0,0.0,0.0,0,,0
1473,OSW,1,01/09/2020,01/09/2020,0.0,0.04,0.0,1,2020,2
1474,PCRX,0,,,0.0,0.0,0.0,0,,0
1475,DXGE,0,,,0.0,0.0,0.0,0,,0
1476,VTAQU,0,,,0.0,0.0,0.0,0,,0
1477,MYFW,0,,,0.0,0.0,0.0,0,,0
1478,HAPP,1,08/07/2020,08/07/2020,0.0,0.015,0.0,1,2020,2
1479,DXCM,0,,,0.0,0.0,0.0,0,,0
1480,GOGO,0,,,0.0,0.0,0.0,0,,0
1481,ON,0,,,0.0,0.0,0.0,0,,0
1482,HUDI,0,,,0.0,0.0,0.0,0,,0
1483,HVBC,1,03/07/2018,03/07/2018,0.0,0.5,0.0,0,2018,4
1484,CFFEU,0,,,0.0,0.0,0.0,0,,0
1485,CISO,0,,,0.0,0.0,0.0,0,,0
1486,CRVS,0,,,0.0,0.0,0.0,0,,0
1487,CASI,0,,,0.0,0.0,0.0,0,,0
1488,RXDX,0,,,0.0,0.0,0.0,0,,0
1489,ZION,134,12/27/1988,05/18/2022,2.9925373134328357,0.38,300.0,4,1988,34
1490,LVO,0,,,0.0,0.0,0.0,0,,0
1491,STSS,0,,,0.0,0.0,0.0,0,,0
1492,FTII,0,,,0.0,0.0,0.0,0,,0
1493,ZBRA,0,,,0.0,0.0,0.0,0,,0
1494,ALGN,0,,,0.0,0.0,0.0,0,,0
1495,SCAQU,0,,,0.0,0.0,0.0,0,,0
1496,ENVX,0,,,0.0,0.0,0.0,0,,0
1497,FMTX,0,,,0.0,0.0,0.0,0,,0
1498,HILS,0,,,0.0,0.0,0.0,0,,0
1499,LHCG,0,,,0.0,0.0,0.0,0,,0
1500,ACET,0,,,0.0,0.0,0.0,0,,0
1501,KIII,0,,,0.0,0.0,0.0,0,,0
1502,CLAY,0,,,0.0,0.0,0.0,0,,0
1503,HERA,0,,,0.0,0.0,0.0,0,,0
1504,LFACU,0,,,0.0,0.0,0.0,0,,0
1505,PNFP,35,11/22/2013,05/05/2022,2.914285714285714,0.22,50.0,1,2013,9
1506,CMRX,0,,,0.0,0.0,0.0,0,,0
1507,FTPA,0,,,0.0,0.0,0.0,0,,0
1508,PONO,0,,,0.0,0.0,0.0,0,,0
1509,ERAS,0,,,0.0,0.0,0.0,0,,0
1510,CCAP,14,03/30/2020,09/01/2022,2.142857142857143,0.05,720.0,1,2020,2
1511,LTRN,0,,,0.0,0.0,0.0,0,,0
1512,MIGI,0,,,0.0,0.0,0.0,0,,0
1513,PEGRU,0,,,0.0,0.0,0.0,0,,0
1514,MSTR,0,,,0.0,0.0,0.0,0,,0
1515,PGY,0,,,0.0,0.0,0.0,0,,0
1516,CONX,0,,,0.0,0.0,0.0,0,,0
1517,EFAS,0,,,0.0,0.0,0.0,0,,0
1518,FNHC,32,01/31/2013,11/13/2020,3.0,0.09,50.0,1,2013,22
1519,BELFB,95,01/07/1999,07/14/2022,2.968421052631579,0.07,40.0,3,1999,23
1520,EWZS,0,,,0.0,0.0,0.0,0,,0
1521,IPW,0,,,0.0,0.0,0.0,0,,0
1522,MUDS,0,,,0.0,0.0,0.0,0,,0
1523,VTGN,0,,,0.0,0.0,0.0,0,,0
1524,JFIN,0,,,0.0,0.0,0.0,0,,0
1525,AGNCO,11,12/30/2019,06/30/2022,2.727272727272727,0.40625,0.0,1,2019,3
1526,BSDE,0,,,0.0,0.0,0.0,0,,0
1527,ICUI,0,,,0.0,0.0,0.0,0,,0
1528,LULU,0,,,0.0,0.0,0.0,0,,0
1529,RILYZ,5,10/14/2021,10/13/2022,2.4,0.328125,7.142857142857139,0,2021,1
1530,TCBX,0,,,0.0,0.0,0.0,0,,0
1531,THTX,0,,,0.0,0.0,0.0,0,,0
1532,TMPMU,0,,,0.0,0.0,0.0,0,,0
1533,DXJS,0,,,0.0,0.0,0.0,0,,0
1534,MAPS,0,,,0.0,0.0,0.0,0,,0
1535,SHEN,1,11/05/2021,11/05/2021,3.0,0.07,-99.62666666666667,0,2021,22
1536,CLSK,0,,,0.0,0.0,0.0,0,,0
1537,FLGT,0,,,0.0,0.0,0.0,0,,0
1538,CCAI,0,,,0.0,0.0,0.0,0,,0
1539,JYAC,0,,,0.0,0.0,0.0,0,,0
1540,VRAY,0,,,0.0,0.0,0.0,0,,0
1541,BSJN,0,,,0.0,0.0,0.0,0,,0
1542,LILA,0,,,0.0,0.0,0.0,0,,0
1543,IQ,0,,,0.0,0.0,0.0,0,,0
1544,NXPI,16,09/24/2018,06/14/2022,2.8125,0.845,50.22222222222223,1,2018,4
1545,HSCS,0,,,0.0,0.0,0.0,0,,0
1546,CLST,0,,,0.0,0.0,0.0,0,,0
1547,VIA,31,11/25/2014,05/31/2022,2.903225806451613,0.18125,50.79034941763726,1,2014,8
1548,DALS,0,,,0.0,0.0,0.0,0,,0
1549,EAC,0,,,0.0,0.0,0.0,0,,0
1550,LRCX,33,06/09/2014,06/14/2022,2.909090909090909,1.5,120.00000000000003,1,2014,8
1551,NDRA,0,,,0.0,0.0,0.0,0,,0
1552,MTLS,0,,,0.0,0.0,0.0,0,,0
1553,PRDS,0,,,0.0,0.0,0.0,0,,0
1554,WKSP,0,,,0.0,0.0,0.0,0,,0
1555,NURO,0,,,0.0,0.0,0.0,0,,0
1556,LANC,135,12/05/1988,06/08/2022,2.977777777777778,0.8,1394.4444444444446,4,1988,34
1557,TKNO,0,,,0.0,0.0,0.0,0,,0
1558,GRVI,0,,,0.0,0.0,0.0,0,,0
1559,PGEN,0,,,0.0,0.0,0.0,0,,0
1560,LOV,0,,,0.0,0.0,0.0,0,,0
1561,FHLT,0,,,0.0,0.0,0.0,0,,0
1562,SITM,0,,,0.0,0.0,0.0,0,,0
1563,TSIBU,0,,,0.0,0.0,0.0,0,,0
1564,ALXO,0,,,0.0,0.0,0.0,0,,0
1565,WETF,31,11/07/2014,05/10/2022,2.903225806451613,0.03,312.5,1,2014,8
1566,ODFL,22,03/02/2017,05/31/2022,2.8181818181818183,0.3,50.0,1,2017,5
1567,YOTA,0,,,0.0,0.0,0.0,0,,0
1568,OPNT,0,,,0.0,0.0,0.0,0,,0
1569,BSJP,0,,,0.0,0.0,0.0,0,,0
1570,KMDA,0,,,0.0,0.0,0.0,0,,0
1571,PFTAU,0,,,0.0,0.0,0.0,0,,0
1572,VTWV,0,,,0.0,0.0,0.0,0,,0
1573,FFBC,84,09/05/2001,05/31/2022,3.0,0.23,125.0,3,2001,33
1574,BKYI,0,,,0.0,0.0,0.0,0,,0
1575,BNDW,0,,,0.0,0.0,0.0,0,,0
1576,SDAC,0,,,0.0,0.0,0.0,0,,0
1577,CXSE,0,,,0.0,0.0,0.0,0,,0
1578,PONOU,0,,,0.0,0.0,0.0,0,,0
1579,SHACU,0,,,0.0,0.0,0.0,0,,0
1580,ISUN,0,,,0.0,0.0,0.0,0,,0
1581,ROSEU,0,,,0.0,0.0,0.0,0,,0
1582,BDTX,0,,,0.0,0.0,0.0,0,,0
1583,WIX,0,,,0.0,0.0,0.0,0,,0
1584,BIDU,0,,,0.0,0.0,0.0,0,,0
1585,IIIIU,0,,,0.0,0.0,0.0,0,,0
1586,AQB,0,,,0.0,0.0,0.0,0,,0
1587,CNTA,0,,,0.0,0.0,0.0,0,,0
1588,CYT,0,,,0.0,0.0,0.0,0,,0
1589,LIAN,0,,,0.0,0.0,0.0,0,,0
1590,HRZN,123,08/19/2011,08/17/2022,1.0975609756097562,0.1,50.0,1,2011,0
